Rank,Platform,Name,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global
257,X360,FIFA 14,2013,Sports,Electronic Arts,0.92,2.93,0.01,0.46,4.31
258,X360,Call of Duty: Advanced Warfare,2014,Shooter,Activision,2.75,1.18,0,0.37,4.31
260,X360,Fable II,2008,Role-Playing,Microsoft Game Studios,2.51,1.27,0.11,0.41,4.31
274,X360,Assassin's Creed: Revelations,2011,Action,Ubisoft,2.25,1.47,0.04,0.43,4.19
276,X360,FIFA 12,2011,Sports,Electronic Arts,0.84,2.79,0.02,0.53,4.19
290,X360,Fallout: New Vegas,2010,Role-Playing,Bethesda Softworks,2.65,1.06,0.04,0.33,4.08
292,X360,Forza Motorsport 2,2007,Racing,Microsoft Game Studios,2.35,1.28,0.03,0.41,4.06
302,X360,Left 4 Dead 2,2009,Shooter,Electronic Arts,2.67,0.89,0.05,0.37,3.99
325,X360,LEGO Indiana Jones: The Original Adventures,2008,Action,Activision,2.4,1.03,0,0.36,3.78
366,X360,Battlefield 4,2013,Shooter,Electronic Arts,2.14,1.08,0.02,0.29,3.53
367,X360,FIFA Soccer 11,2010,Sports,Electronic Arts,0.71,2.4,0.02,0.4,3.53
370,X360,Left 4 Dead,2008,Shooter,Electronic Arts,2.66,0.5,0.05,0.3,3.52
372,X360,Resident Evil 5,2009,Action,Capcom,2.11,0.94,0.12,0.34,3.51
374,X360,Assassin's Creed: Brotherhood,2010,Action,Ubisoft,2.84,0.39,0.03,0.24,3.5
376,X360,Batman: Arkham Asylum,2009,Action,Eidos Interactive,2.2,0.97,0.02,0.31,3.5
380,X360,Battlefield: Bad Company 2,2010,Shooter,Electronic Arts,2.09,1.02,0.04,0.32,3.48
385,X360,Borderlands,2009,Shooter,Take-Two Interactive,2.39,0.73,0.03,0.29,3.44
395,X360,LEGO Batman: The Videogame,2008,Action,Warner Bros. Interactive Entertainment,2.03,1.03,0,0.32,3.38
402,X360,Assassin's Creed IV: Black Flag,2013,Action,Ubisoft,1.9,1.14,0.01,0.29,3.34
428,X360,Dance Central,2010,Misc,MTV Games,2.15,0.77,0.01,0.26,3.19
449,X360,Mass Effect 2,2010,Role-Playing,Electronic Arts,1.99,0.82,0.03,0.27,3.11
450,X360,FIFA 15,2014,Sports,Electronic Arts,0.78,2.02,0,0.3,3.11
454,X360,Borderlands 2,2012,Shooter,Take-Two Interactive,1.89,0.91,0.04,0.24,3.07
458,X360,Mass Effect 3,2012,Role-Playing,Electronic Arts,1.94,0.86,0.03,0.24,3.07
459,X360,Kung Fu Panda,2008,Action,Activision,1.91,0.84,0,0.29,3.05
460,X360,Far Cry 3,2012,Shooter,Ubisoft,1.38,1.35,0.02,0.28,3.04
462,X360,Saints Row 2,2008,Action,THQ,1.94,0.8,0.02,0.27,3.03
469,X360,NBA 2K13,2012,Sports,Take-Two Interactive,2.6,0.21,0.01,0.19,3
484,X360,Street Fighter IV,2009,Fighting,Capcom,1.82,0.71,0.15,0.26,2.95
490,X360,Mass Effect,2007,Role-Playing,Microsoft Game Studios,1.83,0.8,0.03,0.27,2.93
497,X360,Sega Superstars Tennis,2008,Sports,Sega,1.75,0.86,0,0.28,2.9
507,X360,Madden NFL 13,2012,Sports,Electronic Arts,2.53,0.16,0,0.17,2.86
516,X360,BioShock,2007,Shooter,Take-Two Interactive,1.65,0.86,0.05,0.28,2.83
517,X360,Madden NFL 10,2009,Sports,Electronic Arts,2.52,0.09,0,0.22,2.83
526,X360,Star Wars: The Force Unleashed,2008,Action,LucasArts,1.74,0.8,0,0.26,2.8
544,X360,Saints Row: The Third,2011,Action,THQ,1.25,1.15,0.07,0.3,2.77
550,X360,L.A. Noire,2011,Adventure,Take-Two Interactive,1.52,0.94,0.02,0.24,2.72
551,X360,Call of Duty 3,2006,Shooter,Activision,1.49,0.93,0.02,0.27,2.71
556,X360,Madden NFL 12,2011,Sports,Electronic Arts,2.42,0.11,0,0.16,2.69
558,X360,Madden NFL 11,2010,Sports,Electronic Arts,2.38,0.12,0,0.18,2.69
560,X360,Skate 3,2010,Sports,Electronic Arts,1.46,0.98,0,0.24,2.68
567,X360,Guitar Hero: World Tour,2008,Misc,Activision,1.78,0.64,0,0.25,2.67
576,X360,LEGO Star Wars: The Complete Saga,2007,Action,LucasArts,1.53,0.87,0,0.24,2.64
579,X360,Halo Wars,2009,Strategy,Microsoft Game Studios,1.53,0.82,0.04,0.24,2.63
583,X360,Medal of Honor,2010,Shooter,Electronic Arts,1.55,0.81,0.04,0.21,2.62
584,X360,FIFA Soccer 10,2009,Sports,Electronic Arts,0.59,1.79,0.01,0.23,2.62
585,X360,NBA 2K12,2011,Sports,Take-Two Interactive,2.31,0.14,0.01,0.16,2.62
595,X360,Ghostbusters: The Video Game (DS Version),2009,Action,Take-Two Interactive,1.04,1.24,0.03,0.27,2.58
600,X360,Dragon Age: Origins,2009,Role-Playing,Electronic Arts,1.76,0.56,0.03,0.22,2.57
607,X360,Madden NFL 09,2008,Sports,Electronic Arts,2.21,0.12,0,0.2,2.54
614,X360,Marvel: Ultimate Alliance,2006,Role-Playing,Activision,2.29,0.02,0,0.19,2.5
622,X360,Pure,2008,Racing,Disney Interactive Studios,1.38,0.85,0,0.25,2.48
625,X360,Rock Band,N/A,Misc,Electronic Arts,1.93,0.34,0,0.21,2.48
626,X360,NBA 2K14,2013,Sports,Take-Two Interactive,2.1,0.2,0,0.17,2.47
633,X360,Halo: Combat Evolved Anniversary,2011,Shooter,Microsoft Game Studios,1.44,0.73,0.04,0.22,2.44
637,X360,Tom Clancy's Rainbow Six: Vegas 2,2008,Shooter,Ubisoft,1.56,0.61,0.02,0.23,2.42
652,X360,Zumba Fitness,2010,Sports,505 Games,1.74,0.48,0,0.18,2.39
657,X360,Dead Island,2011,Action,Deep Silver,1.48,0.71,0,0.2,2.39
660,X360,Kinect: Disneyland Adventures,2011,Misc,Microsoft Game Studios,1.73,0.46,0.02,0.18,2.38
666,X360,Madden NFL 08,2007,Sports,Electronic Arts,2.18,0.01,0,0.18,2.37
671,X360,Kinect Sports: Season Two,2011,Sports,Microsoft Game Studios,1.38,0.74,0.02,0.22,2.36
676,X360,Midnight Club: Los Angeles,2008,Racing,Take-Two Interactive,1.68,0.46,0.01,0.2,2.35
681,X360,The Sims 3,2010,Simulation,Electronic Arts,1.27,0.86,0,0.2,2.33
692,X360,LEGO Marvel Super Heroes,2013,Action,Warner Bros. Interactive Entertainment,1.24,0.85,0,0.21,2.3
731,X360,Need for Speed: Hot Pursuit,2010,Racing,Electronic Arts,1.03,0.98,0,0.21,2.22
732,X360,BioShock 2,2010,Shooter,Take-Two Interactive,1.45,0.55,0.02,0.19,2.21
735,X360,Rock Band 2,2008,Misc,Electronic Arts,1.78,0.24,0,0.18,2.2
737,X360,Guitar Hero II,2007,Misc,Activision,2.01,0.02,0,0.17,2.2
743,X360,Saints Row,2006,Action,THQ,1.17,0.78,0.02,0.22,2.19
751,X360,Madden NFL 25,2013,Sports,Electronic Arts,1.97,0.07,0,0.13,2.18
754,X360,Final Fantasy XIII,2010,Role-Playing,Square Enix,1.27,0.68,0.01,0.2,2.17
786,X360,Mortal Kombat,2011,Fighting,Warner Bros. Interactive Entertainment,1.63,0.33,0,0.15,2.11
791,X360,Portal 2,2011,Shooter,Valve Software,1.41,0.51,0.01,0.17,2.1
794,X360,Dead Rising,2006,Action,Capcom,1.16,0.65,0.08,0.2,2.09
796,X360,NBA 2K11,2010,Action,Take-Two Interactive,1.84,0.12,0.01,0.13,2.09
812,X360,UFC 2009 Undisputed,2009,Fighting,THQ,1.48,0.39,0,0.19,2.07
815,X360,Need for Speed: ProStreet,2007,Racing,Electronic Arts,1.04,0.8,0.01,0.22,2.06
817,X360,Tom Clancy's Splinter Cell: Conviction,2010,Action,Ubisoft,1.2,0.63,0.04,0.19,2.06
830,X360,PGR4 - Project Gotham Racing 4,2007,Racing,Microsoft Game Studios,0.48,1.29,0.02,0.25,2.05
832,X360,Dance Central 2,2011,Misc,Microsoft Game Studios,1.45,0.42,0.01,0.16,2.04
840,X360,Just Dance 3,2011,Misc,Ubisoft,1.47,0.4,0,0.16,2.03
843,X360,Call of Duty 2,2005,Shooter,Activision,1.81,0.05,0.01,0.15,2.02
844,X360,Madden NFL 15,2014,Sports,Electronic Arts,1.76,0.09,0,0.17,2.02
845,X360,Forza Horizon,2012,Racing,Microsoft Game Studios,0.82,0.98,0.04,0.18,2.02
859,X360,Resident Evil 6,2012,Shooter,Capcom,1.11,0.63,0.07,0.16,1.98
867,X360,BioShock Infinite,2013,Shooter,Take-Two Interactive,1.22,0.57,0.02,0.15,1.96
872,X360,Tom Clancy's Rainbow Six: Vegas,2006,Shooter,Ubisoft,1.09,0.65,0.02,0.2,1.96
873,X360,Destiny,2014,Shooter,Activision,1.3,0.49,0,0.16,1.95
879,X360,FIFA Soccer 09,2008,Sports,Electronic Arts,0.49,1.26,0.01,0.18,1.94
887,X360,Batman: Arkham Origins,2013,Action,Warner Bros. Interactive Entertainment,1.15,0.61,0,0.17,1.93
892,X360,Mortal Kombat vs. DC Universe,2008,Fighting,Midway Games,1.53,0.24,0,0.16,1.93
895,X360,Tomb Raider (2013),2013,Action,Square Enix,0.86,0.87,0.01,0.17,1.92
897,X360,Need for Speed: Shift,2009,Racing,Electronic Arts,0.73,0.97,0.01,0.22,1.92
951,X360,The Orange Box,2007,Shooter,Electronic Arts,1.09,0.54,0.02,0.17,1.83
966,X360,Madden NFL 07,2006,Sports,Electronic Arts,1.66,0,0.01,0.13,1.8
972,X360,Kinect Star Wars,2012,Action,Microsoft Game Studios,1.05,0.57,0.03,0.14,1.78
999,X360,Hitman: Absolution,2012,Action,Square Enix,0.68,0.9,0.01,0.17,1.76
1001,X360,Call of Duty: Black Ops 3,2015,Shooter,Activision,1.11,0.48,0,0.16,1.76
1009,X360,Crackdown,2007,Shooter,Microsoft Game Studios,1,0.54,0.03,0.18,1.75
1033,X360,Dishonored,2012,Action,Bethesda Softworks,1.06,0.52,0.01,0.14,1.73
1062,X360,Saints Row IV,2013,Action,Deep Silver,1.01,0.53,0.01,0.14,1.69
1065,X360,FIFA 16,2015,Sports,Electronic Arts,0.55,1.01,0,0.13,1.69
1069,X360,Need For Speed: Undercover,2008,Racing,Electronic Arts,0.79,0.71,0.01,0.18,1.69
1077,X360,LEGO Batman 2: DC Super Heroes,2012,Action,Warner Bros. Interactive Entertainment,0.9,0.64,0,0.15,1.68
1103,X360,Max Payne 3,2012,Shooter,Take-Two Interactive,0.86,0.64,0.01,0.14,1.66
1105,X360,Need for Speed Carbon,2006,Racing,Electronic Arts,0.76,0.7,0.02,0.18,1.66
1113,X360,Army of Two,2008,Shooter,Electronic Arts,1.09,0.38,0.02,0.16,1.65
1123,X360,Kinectimals,2010,Simulation,Microsoft Game Studios,1.02,0.48,0,0.14,1.64
1126,X360,Viva Pinata,2006,Simulation,Microsoft Game Studios,0.45,0.96,0.02,0.2,1.63
1132,X360,NBA 2K15,2014,Sports,Take-Two Interactive,1.33,0.14,0,0.15,1.63
1134,X360,Just Cause 2,2010,Action,Square Enix,0.59,0.85,0.02,0.17,1.62
1137,X360,Rage,2011,Shooter,Bethesda Softworks,0.82,0.61,0.03,0.15,1.62
1143,X360,Gears of War: Judgment,2013,Shooter,Microsoft Game Studios,0.92,0.53,0.03,0.13,1.61
1153,X360,Far Cry 2,2008,Action,Ubisoft,0.71,0.69,0.02,0.18,1.6
1167,X360,SoulCalibur IV,2008,Fighting,Ubisoft,0.92,0.44,0.07,0.15,1.59
1168,X360,LEGO Harry Potter: Years 1-4,2010,Action,Warner Bros. Interactive Entertainment,0.95,0.5,0,0.14,1.59
1175,X360,Need for Speed: Most Wanted,2012,Racing,Electronic Arts,0.62,0.8,0.01,0.15,1.58
1196,X360,Mafia II,2010,Action,Take-Two Interactive,0.84,0.56,0,0.15,1.55
1215,X360,Tom Clancy's Ghost Recon Advanced Warfighter,2006,Shooter,Ubisoft,1.4,0.02,0.02,0.1,1.54
1230,X360,Dead Space 2,2011,Shooter,Electronic Arts,0.94,0.45,0,0.13,1.52
1245,X360,LEGO Star Wars III: The Clone Wars,2011,Action,LucasArts,0.84,0.54,0,0.13,1.51
1265,X360,Dead Rising 2,2010,Action,Capcom,0.75,0.53,0.09,0.12,1.5
1275,X360,007: Quantum of Solace,2008,Action,Activision,0.82,0.52,0.01,0.14,1.49
1292,X360,Fight Night Round 3,2006,Fighting,Electronic Arts,1.33,0.03,0.01,0.1,1.47
1295,X360,Star Wars: The Force Unleashed II,2010,Action,LucasArts,0.95,0.4,0,0.12,1.47
1301,X360,Tom Clancy's Ghost Recon: Future Soldier,2012,Shooter,Ubisoft,0.93,0.4,0.02,0.12,1.46
1302,X360,Battlefield: Bad Company,2008,Shooter,Electronic Arts,0.81,0.46,0.04,0.15,1.46
1306,X360,Homefront,2011,Shooter,THQ,0.83,0.48,0.02,0.12,1.46
1318,X360,Diablo III,2013,Role-Playing,Activision,0.89,0.44,0,0.12,1.45
1340,X360,WWE SmackDown vs Raw 2008,2007,Fighting,THQ,0.92,0.38,0,0.13,1.44
1341,X360,Kinect Joy Ride,2010,Racing,Microsoft Game Studios,0.92,0.4,0,0.12,1.44
1348,X360,Disney Infinity,2013,Action,Disney Interactive Studios,0.96,0.37,0,0.11,1.43
1350,X360,Sonic's Ultimate Genesis Collection,2009,Misc,Sega,0.85,0.46,0,0.13,1.43
1361,X360,Sonic Generations,2011,Platform,Sega,0.71,0.57,0,0.14,1.42
1364,X360,Dead Space,2008,Action,Electronic Arts,0.89,0.4,0,0.13,1.42
1370,X360,Fight Night Round 4,2009,Fighting,Electronic Arts,0.95,0.34,0,0.13,1.41
1372,X360,Injustice: Gods Among Us,2013,Fighting,Warner Bros. Interactive Entertainment,0.97,0.34,0,0.11,1.41
1400,X360,Deus Ex: Human Revolution,2011,Shooter,Square Enix,0.76,0.48,0.02,0.12,1.39
1405,X360,Titanfall,2014,Shooter,Electronic Arts,0.87,0.38,0.02,0.11,1.38
1413,X360,Need for Speed: The Run,2011,Action,Electronic Arts,0.63,0.58,0,0.15,1.38
1427,X360,Burnout Paradise,2008,Racing,Electronic Arts,0.63,0.58,0.01,0.15,1.36
1444,X360,Alan Wake,2010,Action,Microsoft Game Studios,0.66,0.51,0.05,0.13,1.35
1449,X360,Devil May Cry 4,2008,Action,Capcom,0.79,0.34,0.08,0.13,1.35
1452,X360,Crysis 2,2011,Action,Electronic Arts,0.7,0.5,0.02,0.12,1.35
1455,X360,FIFA Soccer 08,2007,Sports,Electronic Arts,0.31,0.89,0.01,0.14,1.35
1459,X360,Lost Planet: Extreme Condition,2006,Shooter,Capcom,1.09,0.04,0.1,0.11,1.34
1469,X360,Your Shape: Fitness Evolved,2010,Sports,Ubisoft,0.79,0.42,0,0.11,1.33
1471,X360,Skylanders SWAP Force,2013,Platform,Activision,0.86,0.36,0,0.11,1.33
1479,X360,UFC Undisputed 2010,2010,Fighting,THQ,0.9,0.31,0,0.11,1.33
1490,X360,The LEGO Movie Videogame,2014,Action,Warner Bros. Interactive Entertainment,0.69,0.52,0,0.11,1.32
1499,X360,Skylanders Giants,2012,Action,Activision,0.75,0.45,0,0.11,1.32
1503,X360,The Beatles: Rock Band,2009,Misc,MTV Games,0.97,0.23,0,0.11,1.31
1504,X360,Tekken 6,2009,Fighting,Namco Bandai Games,0.71,0.42,0.05,0.13,1.31
1505,X360,[Prototype],2009,Action,Activision,0.84,0.35,0,0.12,1.31
1532,X360,Need for Speed: Most Wanted,2005,Racing,Electronic Arts,1,0.17,0.02,0.1,1.29
1541,X360,Watch Dogs,2014,Action,Ubisoft,0.72,0.45,0.01,0.11,1.28
1547,X360,WWE '13,2012,Action,THQ,0.72,0.45,0,0.11,1.28
1559,X360,NBA 2K9,2008,Sports,Take-Two Interactive,1,0.16,0,0.11,1.27
1560,X360,WWE '12,2011,Fighting,THQ,0.74,0.4,0,0.12,1.27
1582,X360,LEGO The Lord of the Rings,2012,Action,Warner Bros. Interactive Entertainment,0.63,0.51,0,0.11,1.26
1620,X360,Guitar Hero: Aerosmith,2008,Misc,Activision,1,0.14,0,0.1,1.23
1705,X360,Just Dance 4,2012,Misc,Ubisoft,0.9,0.2,0,0.08,1.19
1721,X360,Your Shape: Fitness Evolved 2012,2011,Sports,Ubisoft,0.7,0.37,0,0.1,1.17
1727,X360,Medal of Honor: Warfighter,2012,Action,Electronic Arts,0.58,0.47,0.01,0.1,1.17
1738,X360,Mirror's Edge,2008,Platform,Electronic Arts,0.51,0.51,0.01,0.13,1.17
1758,X360,Sniper: Ghost Warrior,2010,Shooter,City Interactive,0.54,0.51,0,0.12,1.16
1762,X360,Plants vs. Zombies: Garden Warfare,2014,Shooter,Electronic Arts,0.51,0.54,0,0.1,1.16
1800,X360,Guitar Hero 5,2009,Misc,Activision,0.65,0.37,0,0.11,1.14
1813,X360,WWE 2K14,2013,Sports,Take-Two Interactive,0.64,0.39,0,0.1,1.13
1818,X360,Dragon Age II,2011,Action,Electronic Arts,0.72,0.3,0.01,0.09,1.12
1822,X360,Crackdown 2,2010,Shooter,Microsoft Game Studios,0.63,0.37,0.02,0.1,1.12
1825,X360,Rocksmith,2011,Misc,Ubisoft,0.84,0.2,0.01,0.08,1.12
1826,X360,Disney Infinity 2.0: Marvel Super Heroes,2014,Action,Disney Interactive Studios,0.62,0.4,0,0.1,1.12
1851,X360,Medal of Honor: Airborne,2007,Shooter,Electronic Arts,0.45,0.53,0.01,0.12,1.1
1876,X360,Skate 2,2009,Sports,Electronic Arts,0.82,0.17,0.01,0.09,1.09
1894,X360,Sonic Free Riders,2010,Racing,Sega,0.74,0.26,0,0.09,1.09
1903,X360,NCAA Football 13,2012,Action,Electronic Arts,1.02,0,0,0.06,1.08
1908,X360,Tomb Raider: Underworld,2008,Action,Eidos Interactive,0.53,0.43,0.01,0.11,1.08
1918,X360,Marvel vs. Capcom 3: Fate of Two Worlds,2011,Fighting,Capcom,0.79,0.18,0.03,0.07,1.08
1919,X360,NCAA Football 14,2013,Sports,Electronic Arts,1.01,0,0,0.06,1.07
1923,X360,Red Dead Redemption: Undead Nightmare,2010,Action,Take-Two Interactive,0.57,0.39,0.02,0.09,1.07
1924,X360,Bully: Scholarship Edition,2008,Action,Take-Two Interactive,0.53,0.4,0.03,0.11,1.07
1928,X360,Pro Evolution Soccer 2008,2007,Sports,Konami Digital Entertainment,0.08,0.9,0.04,0.05,1.07
1937,X360,LEGO Pirates of the Caribbean: The Video Game,2011,Action,Disney Interactive Studios,0.54,0.42,0,0.1,1.07
1941,X360,Aliens vs Predator,2010,Shooter,Sega,0.55,0.4,0,0.11,1.06
1944,X360,Darksiders,2010,Action,THQ,0.67,0.29,0.01,0.1,1.06
1951,X360,Mercenaries 2: World in Flames,2008,Shooter,Electronic Arts,0.65,0.3,0.01,0.1,1.06
1957,X360,DJ Hero,2009,Misc,Activision,0.56,0.4,0,0.11,1.06
1966,X360,Assassin's Creed: Rogue,2014,Action,Ubisoft,0.58,0.38,0,0.09,1.05
1983,X360,WWE SmackDown vs. Raw 2010,2009,Fighting,THQ,0.56,0.38,0.01,0.11,1.05
1985,X360,Sonic the Hedgehog,2006,Platform,Sega,0.44,0.49,0,0.11,1.05
1989,X360,The Simpsons Game,2007,Action,Electronic Arts,0.54,0.4,0,0.11,1.05
2001,X360,Brink,2011,Shooter,Bethesda Softworks,0.59,0.35,0.01,0.09,1.04
2005,X360,LEGO Indiana Jones 2: The Adventure Continues,2009,Action,Activision,0.62,0.33,0,0.09,1.04
2027,X360,Bulletstorm,2011,Shooter,Electronic Arts,0.61,0.32,0.01,0.08,1.02
2030,X360,Tom Clancy's Ghost Recon Advanced Warfighter 2,2007,Shooter,Ubisoft,0.87,0.05,0.02,0.08,1.02
2038,X360,Ace Combat 6: Fires of Liberation,2007,Simulation,Atari,0.69,0.04,0.22,0.06,1.02
2044,X360,Prince of Persia,2008,Action,Ubisoft,0.54,0.35,0.02,0.1,1.01
2047,X360,Ninja Gaiden II,2008,Action,Tecmo Koei,0.65,0.22,0.05,0.1,1.01
2059,X360,PES 2009: Pro Evolution Soccer,2008,Sports,Konami Digital Entertainment,0.13,0.76,0.03,0.09,1
2068,X360,UFC Undisputed 3,2012,Action,THQ,0.72,0.21,0,0.07,1
2069,X360,Winning Eleven: Pro Evolution Soccer 2007 (All Region sales),2006,Sports,Konami Digital Entertainment,0.08,0.9,0.02,0,1
2080,X360,Dark Souls,2011,Role-Playing,Namco Bandai Games,0.64,0.28,0,0.08,1
2083,X360,Dead Space 3,2013,Action,Electronic Arts,0.64,0.28,0,0.08,0.99
2088,X360,LEGO Harry Potter: Years 5-7,N/A,Action,Warner Bros. Interactive Entertainment,0.51,0.39,0,0.09,0.99
2089,X360,Tom Clancy's Splinter Cell: Blacklist,2013,Action,Ubisoft,0.57,0.34,0.01,0.08,0.99
2091,X360,NCAA Football 12,2011,Sports,Electronic Arts,0.94,0,0,0.06,0.99
2110,X360,Just Dance 2014,2013,Misc,Ubisoft,0.72,0.19,0,0.07,0.98
2121,X360,Far Cry 4,2014,Shooter,Ubisoft,0.45,0.44,0,0.08,0.98
2125,X360,Madden NFL 16,2015,Sports,Electronic Arts,0.82,0.05,0,0.1,0.98
2127,X360,Brutal Legend,2009,Action,Electronic Arts,0.62,0.27,0,0.09,0.98
2134,X360,NBA 2K10,2009,Sports,Take-Two Interactive,0.88,0.02,0,0.08,0.97
2137,X360,Skylanders: Spyro's Adventure,2011,Action,Activision,0.53,0.35,0,0.1,0.97
2141,X360,NBA 2K16,2015,Sports,Take-Two Interactive,0.77,0.1,0,0.1,0.97
2161,X360,Sonic Unleashed,2008,Platform,Sega,0.54,0.33,0,0.09,0.96
2173,X360,LEGO Jurassic World,2015,Action,Warner Bros. Interactive Entertainment,0.47,0.4,0,0.08,0.95
2179,X360,South Park: The Stick of Truth,2014,Role-Playing,Ubisoft,0.57,0.3,0,0.08,0.95
2192,X360,Army of Two: The 40th Day,2010,Shooter,Electronic Arts,0.62,0.24,0,0.08,0.95
2194,X360,Lego Batman 3: Beyond Gotham,2014,Action,Warner Bros. Interactive Entertainment,0.48,0.38,0,0.08,0.95
2201,X360,Rocksmith 2014,2013,Misc,Ubisoft,0.69,0.17,0,0.08,0.94
2207,X360,The Witcher 2: Assassins of Kings,2012,Action,Namco Bandai Games,0.48,0.36,0.02,0.08,0.94
2208,X360,Bayonetta,2009,Action,Sega,0.51,0.26,0.09,0.08,0.94
2212,X360,NCAA Football 10,2009,Sports,Electronic Arts,0.87,0,0,0.07,0.94
2221,X360,Operation Flashpoint: Dragon Rising,2009,Shooter,Codemasters,0.36,0.45,0.02,0.1,0.93
2240,X360,Skylanders: Trap Team,2014,Action,Activision,0.54,0.31,0,0.08,0.93
2248,X360,Blue Dragon,2006,Role-Playing,Microsoft Game Studios,0.3,0.33,0.21,0.08,0.92
2250,X360,NCAA Football 11,2010,Sports,Electronic Arts,0.86,0,0,0.06,0.92
2252,X360,FIFA Street,2012,Sports,Electronic Arts,0.17,0.65,0,0.1,0.92
2255,X360,WWE SmackDown vs. Raw 2009,2008,Fighting,THQ,0.58,0.26,0,0.08,0.92
2256,X360,Dante's Inferno,2010,Action,Electronic Arts,0.63,0.2,0.02,0.07,0.92
2257,X360,Wipeout: In The Zone,2011,Misc,Activision,0.87,0,0,0.05,0.92
2264,X360,Crysis 3,2013,Shooter,Electronic Arts,0.51,0.33,0.01,0.08,0.92
2272,X360,Lost Odyssey,2007,Role-Playing,Microsoft Game Studios,0.45,0.27,0.11,0.09,0.92
2280,X360,Tom Clancy's EndWar,2008,Strategy,Ubisoft,0.58,0.24,0.01,0.09,0.91
2287,X360,Minecraft: Story Mode,2015,Adventure,Mojang,0.46,0.38,0,0.08,0.91
2289,X360,Marvel: Ultimate Alliance 2,2009,Role-Playing,Activision,0.68,0.15,0,0.08,0.91
2325,X360,The Biggest Loser: Ultimate Workout,2010,Sports,THQ,0.73,0.1,0,0.06,0.9
2347,X360,F1 2010,2010,Racing,Codemasters,0.18,0.59,0.01,0.1,0.89
2351,X360,Kingdoms of Amalur: Reckoning,2012,Role-Playing,Electronic Arts,0.55,0.25,0.01,0.07,0.89
2357,X360,WWE SmackDown vs. Raw 2011,2010,Fighting,THQ,0.44,0.36,0,0.08,0.88
2358,X360,Sleeping Dogs,2012,Action,Square Enix,0.38,0.41,0.01,0.08,0.88
2361,X360,Michael Jackson: The Experience,2011,Misc,Ubisoft,0.62,0.2,0,0.07,0.88
2363,X360,Rock Band 3,2010,Misc,MTV Games,0.73,0.1,0,0.06,0.88
2374,X360,GRID,2008,Racing,Codemasters,0.33,0.44,0.01,0.09,0.88
2380,X360,DiRT,2007,Racing,Codemasters,0.38,0.4,0,0.09,0.87
2383,X360,Red Faction: Guerrilla,2009,Shooter,THQ,0.48,0.29,0.01,0.09,0.87
2398,X360,Brothers in Arms: Hell's Highway,2008,Shooter,Ubisoft,0.47,0.31,0,0.09,0.87
2407,X360,Guitar Hero: Warriors of Rock,2010,Misc,Activision,0.47,0.32,0,0.08,0.87
2424,X360,The Lord of the Rings: War in the North,N/A,Action,Warner Bros. Interactive Entertainment,0.52,0.26,0,0.08,0.86
2426,X360,2010 FIFA World Cup South Africa,2010,Sports,Electronic Arts,0.32,0.43,0.02,0.09,0.86
2429,X360,Forza Horizon 2,2014,Racing,Microsoft Game Studios,0.35,0.43,0,0.07,0.85
2435,X360,NBA 2K8,2007,Sports,Take-Two Interactive,0.79,0,0,0.07,0.85
2453,X360,Sniper Elite V2,2012,Shooter,505 Games,0.46,0.29,0.02,0.07,0.85
2471,X360,Duke Nukem Forever,2011,Shooter,Take-Two Interactive,0.52,0.25,0,0.07,0.84
2480,X360,Need for Speed Rivals,2013,Racing,Electronic Arts,0.37,0.38,0.01,0.08,0.84
2491,X360,Dance Central 3,2012,Misc,Microsoft Game Studios,0.57,0.2,0,0.06,0.83
2498,X360,Sid Meier's Civilization Revolution,2008,Strategy,Take-Two Interactive,0.58,0.17,0,0.07,0.83
2512,X360,DJ Hero 2,2010,Misc,Activision,0.64,0.12,0,0.06,0.82
2526,X360,Stranglehold,2007,Shooter,Midway Games,0.4,0.33,0.01,0.09,0.82
2530,X360,Shaun White Snowboarding,N/A,Sports,Ubisoft,0.48,0.26,0,0.08,0.82
2547,X360,Pro Evolution Soccer 2010,2009,Sports,Konami Digital Entertainment,0.12,0.58,0.03,0.08,0.81
2553,X360,DiRT 2,2009,Racing,Codemasters,0.32,0.4,0,0.09,0.81
2562,X360,Guitar Hero: Metallica,2009,Misc,Activision,0.52,0.21,0,0.07,0.81
2565,X360,Fight Night Champion,2011,Fighting,Electronic Arts,0.4,0.33,0,0.07,0.8
2574,X360,Aliens: Colonial Marines,2013,Shooter,Sega,0.36,0.37,0,0.07,0.8
2576,X360,[Prototype 2],2012,Action,Activision,0.48,0.25,0,0.07,0.8
2577,X360,Sonic & SEGA All-Stars Racing with Banjo-Kazooie,2010,Racing,Sega,0.37,0.35,0,0.07,0.8
2583,X360,Dragon's Dogma,2012,Role-Playing,Capcom,0.42,0.24,0.07,0.06,0.8
2584,X360,Darksiders II,2012,Action,THQ,0.45,0.28,0,0.07,0.8
2591,X360,Band Hero,2009,Misc,Activision,0.51,0.22,0,0.07,0.8
2596,X360,The Godfather II,2009,Action,Electronic Arts,0.47,0.24,0.01,0.08,0.79
2601,X360,Rayman Origins,2011,Platform,Ubisoft,0.38,0.34,0,0.08,0.79
2613,X360,Star Ocean: The Last Hope,2009,Role-Playing,Square Enix,0.32,0.2,0.21,0.06,0.79
2618,X360,Dead Island: Riptide,2013,Action,Deep Silver,0.44,0.27,0.01,0.07,0.79
